,etiquetaoriginal,tweet,tweetF,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,TweetNeutro,TweetPositivo,TweetNegativo,
5307,N,"@Liebehaeschen nop, este crush era nuevo y no había hablado de él aquí para no salarme era muy perfecto para mi peronirogarle","['', 'Liebehaeschen', 'nop', 'este', 'crush', 'era', 'nuevo', 'y', 'no', 'había', 'hablado', 'de', 'él', 'aquí', 'para', 'no', 'salarme', 'era', 'muy', 'perfecto', 'para', 'mi', 'peronirogarle']",0,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0.045454545,0,0.045454545,1,0,0,0
5308,N,"El ""In Memoriam"" de los Oscares va a estar muy cargado este año. Desde David Bowie en enero hasta Carrie Fisher en Diciembre","['El', 'In', 'Memoriam', 'de', 'los', 'Oscares', 'va', 'a', 'estar', 'muy', 'cargado', 'este', 'año', 'Desde', 'David', 'Bowie', 'en', 'enero', 'hasta', 'Carrie', 'Fisher', 'en', 'Diciembre']",0,0,0,0,0,0.086956522,0,0.043478261,0,0,0,0,1,1
5309,N,Filosófico: Estoy hasta el pito d muchas cosas. Creo q he alcanzado mi siguiente nivel d cinismo/valemadrismo. El año d mis 30 pinta bien,"['Filosófico', 'Estoy', 'hasta', 'el', 'pito', 'd', 'muchas', 'cosas', 'Creo', 'q', 'he', 'alcanzado', 'mi', 'siguiente', 'nivel', 'd', 'cinismo', 'valemadrismo', 'El', 'año', 'd', 'mis', '30', 'pinta', 'bien']",0,0,0,0,0,0,0.04,0,0,0.04,0,1,0,0
5310,P,"@AssenethSoto no es eso amor, es que yo no iba contigo pues por eso no está padre el avión... Jajaja... TE AMO , ya regresate","['', 'AssenethSoto', 'no', 'es', 'eso', 'amor', 'es', 'que', 'yo', 'no', 'iba', 'contigo', 'pues', 'por', 'eso', 'no', 'está', 'padre', 'el', 'avión', 'Jajaja', 'TE', 'AMO', 'ya', 'regresate']",0,0,0,0,0.041666667,0,0.041666667,0,0,0.041666667,0,1,0,1
5311,N,Ah cada rato entro a los Md's y checo los que le mande a Brandon haber si tan siquiera me aplica el visto pero nel pastel,"['Ah', 'cada', 'rato', 'entro', 'a', 'los', 'Md', 's', 'y', 'checo', 'los', 'que', 'le', 'mande', 'a', 'Brandon', 'haber', 'si', 'tan', 'siquiera', 'me', 'aplica', 'el', 'visto', 'pero', 'nel', 'pastel']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5312,P,"Listo, por fin en casa, a dormir 4 horas nomás. Gracias a Dios mis papás están bien y les está yendo chingón. Ahora yo, a chingarle salu2","['Listo', 'por', 'fin', 'en', 'casa', 'a', 'dormir', '4', 'horas', 'nomás', 'Gracias', 'a', 'Dios', 'mis', 'papás', 'están', 'bien', 'y', 'les', 'está', 'yendo', 'chingón', 'Ahora', 'yo', 'a', 'chingarle', 'salu2']",0,0.074074074,0,0.037037037,0.037037037,0,0.074074074,0,0,0.037037037,0,1,0,1
5313,P,Me falta 12.32% para acabarme Just Cause 2. Este si es juego y no mamadas de Yirs ni FIFA papi. Ojalá tuviera Just Cause 1 en el xbox,"['Me', 'falta', '12', '32', 'para', 'acabarme', 'Just', 'Cause', '2', 'Este', 'si', 'es', 'juego', 'y', 'no', 'mamadas', 'de', 'Yirs', 'ni', 'FIFA', 'papi', 'Ojalá', 'tuviera', 'Just', 'Cause', '1', 'en', 'el', 'xbox']",0.034482759,0.034482759,0.034482759,0.034482759,0,0.068965517,0,0,0.034482759,0,0,0,1,0
5314,P,"Hoy por fin no cene comida de la calle, hoy fuimos a walmart y comprams para que yo le hiciera de cenar, dsps de toda la semana cenar mal","['Hoy', 'por', 'fin', 'no', 'cene', 'comida', 'de', 'la', 'calle', 'hoy', 'fuimos', 'a', 'walmart', 'y', 'comprams', 'para', 'que', 'yo', 'le', 'hiciera', 'de', 'cenar', 'dsps', 'de', 'toda', 'la', 'semana', 'cenar', 'mal']",0.034482759,0,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0,0.034482759,1,0,0,0
5315,P,Hoy fue ese detalle!!!! happy!!!!,"['Hoy', 'fue', 'ese', 'detalle', 'happy', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5316,N,"@AletzAGoGo @robblie lo odio!!!, nececito claridad","['', 'AletzAGoGo', 'robblie', 'lo', 'odio', 'nececito', 'claridad']",0.166666667,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,1,0,0,0
5317,NEU,"@jair_mendieta me insultas noo, solo quiero verte","['', 'jair', 'mendieta', 'me', 'insultas', 'noo', 'solo', 'quiero', 'verte']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5318,P,Ya tengo mi principal propósito de este año,"['Ya', 'tengo', 'mi', 'principal', 'propósito', 'de', 'este', 'año']",0,0,0,0,0,0,0.125,0,0,0.125,0,1,0,1
5319,P,"@Mayra_Zepeda @nayaroldan y se ven bien ricos Gracias, May.","['', 'Mayra', 'Zepeda', 'nayaroldan', 'y', 'se', 'ven', 'bien', 'ricos', 'Gracias', 'May', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5320,P,@DraAChvez que mala pata ojalá te recuperes pronto! Feliz año!,"['', 'DraAChvez', 'que', 'mala', 'pata', 'ojalá', 'te', 'recuperes', 'pronto', 'Feliz', 'año', '']",0,0.1,0,0,0.1,0,0.1,0,0,0.1,0,1,0,1
5321,N,Buen día. No funciona el semáforo de Avenida Cultura @HermosilloGob Saludos,"['Buen', 'día', 'No', 'funciona', 'el', 'semáforo', 'de', 'Avenida', 'Cultura', 'HermosilloGob', 'Saludos']",0,0,0,0,0,0,0.090909091,0,0,0,0,1,0,0
5322,N,Primera vez en 5 años que no te doy mis mejores Deseos,"['Primera', 'vez', 'en', '5', 'años', 'que', 'no', 'te', 'doy', 'mis', 'mejores', 'Deseos']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5323,N,@hlahumberto pos' se ve mal se traba y está grabada del cine #Shame.,"['', 'hlahumberto', 'pos', 'se', 've', 'mal', 'se', 'traba', 'y', 'está', 'grabada', 'del', 'cine', 'Shame', '']",0.076923077,0,0.076923077,0.076923077,0,0.076923077,0,0.076923077,0,0,0,0,1,1
5324,NEU,"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?","['', 'aimeraus', 'GLaveaga', 'debatelibros', 'No', 'no', 'sabía', 'que', 'existía', 'lo', 'leeré', 'ya', 'acabaste', 'el', 'primero', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5325,N,Envenenaron al Bruno Ya lo atendió el veterinario pero tengo miedo de que no aguante.,"['Envenenaron', 'al', 'Bruno', 'Ya', 'lo', 'atendió', 'el', 'veterinario', 'pero', 'tengo', 'miedo', 'de', 'que', 'no', 'aguante', '']",0.066666667,0.066666667,0,0.066666667,0,0.066666667,0.066666667,0,0.066666667,0.066666667,1,0,0,0
5326,N,"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros","['', 'TuiteroRegio', 'Bomborisimo', 'Jajajajajajajaj', 'ya', 'están', 'peor', 'que', 'Peña', 'puro', 'atole', 'con', 'el', 'dedo', 'a', 'los', 'tuiteros']",0,0,0,0.0625,0,0.0625,0,0.0625,0,0,0,0,1,1
5327,N,Que decepción que gente que lo es todo te oculte cosas. ¿Tan difícil es decir la verdad?,"['Que', 'decepción', 'que', 'gente', 'que', 'lo', 'es', 'todo', 'te', 'oculte', 'cosas', 'Tan', 'difícil', 'es', 'decir', 'la', 'verdad', '']",0,0,0,0,0,0,0.058823529,0,0,0.058823529,0,1,0,0
5328,N,"Ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo","['Ya', 'me', 'da', 'miedo', 'dormir', 'con', 'alguien', 'hablo', 'sola', 'y', 'que', 'tal', 'si', 'digo', 'cosas', 'que', 'no', 'debo']",0.055555556,0.055555556,0,0.055555556,0,0.055555556,0,0,0.055555556,0,0,0,1,1
5329,NEU,@FerReyees19 @Abiel_Vasquez @ElPabloDeVerdad yo tenía pensado sacar la del fogo y una optativa de 2C para poder meter electromagnétismo,"['', 'FerReyees19', 'Abiel', 'Vasquez', 'ElPabloDeVerdad', 'yo', 'tenía', 'pensado', 'sacar', 'la', 'del', 'fogo', 'y', 'una', 'optativa', 'de', '2C', 'para', 'poder', 'meter', 'electromagnétismo']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5330,N,Extraño que mayito diga babosa (o) Extraño la primera media hora de cotorreo Extraño todo el desmadre de antes jaja,"['Extraño', 'que', 'mayito', 'diga', 'babosa', 'o', 'Extraño', 'la', 'primera', 'media', 'hora', 'de', 'cotorreo', 'Extraño', 'todo', 'el', 'desmadre', 'de', 'antes', 'jaja']",0,0,0.05,0,0,0.05,0,0,0,0,0,0,1,1
5331,NEU,"@ladelbosque29 acude al próximo llamado que hagamos aqui, muy sencillo. Con guantes, zapato cerrado cómodo y si tienes una pick-up mejor!","['', 'ladelbosque29', 'acude', 'al', 'próximo', 'llamado', 'que', 'hagamos', 'aqui', 'muy', 'sencillo', 'Con', 'guantes', 'zapato', 'cerrado', 'cómodo', 'y', 'si', 'tienes', 'una', 'pick', 'up', 'mejor', '']",0,0,0,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,1,0,0,1
5332,P,"@Dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! Ya sal, que te quiero veeeer!!","['', 'Dianybony', 'jajajaja', 'claro', 'que', 'no', 'amor', 'te', 'amo', 'mucho', 'ya', 'te', 'estoy', 'esperando', 'en', 'el', 'aeropuerto', 'Ya', 'sal', 'que', 'te', 'quiero', 'veeeer', '']",0,0.090909091,0,0,0.045454545,0,0.045454545,0,0,0,0,1,0,1
5333,P,"Hoy le pedí a Dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. Gracias #Totales","['Hoy', 'le', 'pedí', 'a', 'Dios', 'una', 'señal', 'realmente', 'obvia', 'para', 'poder', 'tomar', 'una', 'importante', 'decisión', 'y', 'mas', 'clara', 'no', 'pudo', 'estar', 'Gracias', 'Totales']",0,0.043478261,0,0.043478261,0.043478261,0,0.086956522,0,0,0.086956522,0,1,0,1
5334,N,El reboot de Jumanji puede romper mi corazón x2. Porque puede ser horrible y además pueden arruinar la imagen que tengo de The Rock,"['El', 'reboot', 'de', 'Jumanji', 'puede', 'romper', 'mi', 'corazón', 'x2', 'Porque', 'puede', 'ser', 'horrible', 'y', 'además', 'pueden', 'arruinar', 'la', 'imagen', 'que', 'tengo', 'de', 'The', 'Rock']",0.083333333,0,0.041666667,0.083333333,0,0.083333333,0,0.083333333,0.041666667,0,0,0,1,1
5335,P,"@Djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad Sé tu misma, No copies Modas Eres Mi ejemplo a seguir","['', 'Djrossana', 'que', 'tengan', 'un', 'lindo', 'martes', 'y', 'que', 'todos', 'tus', 'sueños', 'se', 'hagan', 'realidad', 'Sé', 'tu', 'misma', 'No', 'copies', 'Modas', 'Eres', 'Mi', 'ejemplo', 'a', 'seguir']",0,0,0,0,0,0,0.04,0,0,0,0,1,0,1
5336,P,Lo que mas amo de mi escritorio es que hay una foto de el y mía juntos aparte de mi cuarto mis cuadro también están de el,"['Lo', 'que', 'mas', 'amo', 'de', 'mi', 'escritorio', 'es', 'que', 'hay', 'una', 'foto', 'de', 'el', 'y', 'mía', 'juntos', 'aparte', 'de', 'mi', 'cuarto', 'mis', 'cuadro', 'también', 'están', 'de', 'el']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5337,NEU,"Ese momento en el que no puedes dormir y no sabes por qué, pero estás con una sonrisa de oreja a oreja al igual que toda la semana","['Ese', 'momento', 'en', 'el', 'que', 'no', 'puedes', 'dormir', 'y', 'no', 'sabes', 'por', 'qué', 'pero', 'estás', 'con', 'una', 'sonrisa', 'de', 'oreja', 'a', 'oreja', 'al', 'igual', 'que', 'toda', 'la', 'semana']",0,0.035714286,0,0,0.035714286,0,0.035714286,0,0.035714286,0.035714286,0,1,0,0
5338,NEU,"@Fiorela_Gue aw ! recién veo esto, sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari","['', 'Fiorela', 'Gue', 'aw', 'recién', 'veo', 'esto', 'sorrry', 'tu', 'pues', 'me', 'dices', 'algo', 'y', 'luego', 'queda', 'en', 'nada', 'vamos', 'hoy', 'a', 'la', 'reu', 'de', 'mi', 'prima', 'le', 'dije', 'a', 'Mari']",0,0.034482759,0,0,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0,1,0,0,1
5339,N,@CJSuasnabar soy el perro asesinado,"['', 'CJSuasnabar', 'soy', 'el', 'perro', 'asesinado']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5340,P,@DavidJeffer06 Ay! Esas medias tan lindas,"['', 'DavidJeffer06', 'Ay', 'Esas', 'medias', 'tan', 'lindas']",0,0,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,1,0
5341,N,"Que histérico es la bestia, pobre bella","['Que', 'histérico', 'es', 'la', 'bestia', 'pobre', 'bella']",0.142857143,0.142857143,0,0.142857143,0.142857143,0.285714286,0.142857143,0.142857143,0,0.142857143,0,0,1,1
5342,NEU,El quinto día #cousins #Holidays @ Previos Restobar-Pub,"['El', 'quinto', 'día', 'cousins', 'Holidays', 'Previos', 'Restobar', 'Pub']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5343,NEU,Necesito urgente entrar a la gimnasia y al gimnasioo,"['Necesito', 'urgente', 'entrar', 'a', 'la', 'gimnasia', 'y', 'al', 'gimnasioo']",0,0.111111111,0,0.111111111,0,0.111111111,0,0,0.111111111,0,0,0,1,0
5344,NEU,"Hasta lo peor de mi, quiere lo mejor para ti","['Hasta', 'lo', 'peor', 'de', 'mi', 'quiere', 'lo', 'mejor', 'para', 'ti']",0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,1,0
5345,N,"Mal momento para tomar café caliente, no dejo de sudar, coño","['Mal', 'momento', 'para', 'tomar', 'café', 'caliente', 'no', 'dejo', 'de', 'sudar', 'coño']",0.181818182,0,0.090909091,0.090909091,0,0.090909091,0,0.090909091,0,0,0,0,1,1
5346,N,Nunca me había dormido tanto en una película de timburton que raro,"['Nunca', 'me', 'había', 'dormido', 'tanto', 'en', 'una', 'película', 'de', 'timburton', 'que', 'raro']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5347,P,Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.,"['Hoy', 'soñé', 'que', 'wendyvasquezl', 'era', 'mi', 'profe', 'de', 'actuación', 'y', 'fui', 'extremadamente', 'feliz', '']",0,0.076923077,0,0,0.076923077,0,0.076923077,0,0,0.076923077,0,1,0,1
5348,N,El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos,"['El', 'apagón', 'de', 'ayer', 'mas', 'mi', 'estado', 'alucinógeno', 'La', 'guerra', 'de', 'los', 'mundos']",0.076923077,0,0,0.076923077,0,0.076923077,0.076923077,0.076923077,0,0,1,0,0,0
5349,P,"@PierinaMz Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.","['', 'PierinaMz', 'Los', 'más', 'buenazos', 'son', 'los', 'medio', 'gruesitos', 'y', 'cortados', 'de', 'forma', 'vertical', 'Según', 'yo', '']",0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,1,0,1
5350,N,Me daré el abrazo de fin de año sola o khé? por qué se demoran tanto,"['Me', 'daré', 'el', 'abrazo', 'de', 'fin', 'de', 'año', 'sola', 'o', 'khé', 'por', 'qué', 'se', 'demoran', 'tanto']",0,0,0,0,0.0625,0,0.0625,0,0,0.0625,0,1,0,0
5351,NEU,@Vere_MC disculpas aceptadas (chiechie) espero que te haya gustado el regalo si es que ya lo viste.,"['', 'Vere', 'MC', 'disculpas', 'aceptadas', 'chiechie', 'espero', 'que', 'te', 'haya', 'gustado', 'el', 'regalo', 'si', 'es', 'que', 'ya', 'lo', 'viste', '']",0,0.055555556,0,0,0.055555556,0,0.055555556,0,0.055555556,0,0,1,0,0
5352,NEU,"Bueno, ¡a finalizar el último libro que tengo en mi “currently-reading” de @goodreads antes que termine el año!","['Bueno', 'a', 'finalizar', 'el', 'último', 'libro', 'que', 'tengo', 'en', 'mi', 'currently', 'reading', 'de', 'goodreads', 'antes', 'que', 'termine', 'el', 'año', '']",0,0.052631579,0,0,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0,1,0,0
5353,NEU,"@Libranorte te entiendo, toda mi vida me he sentido igual; pero siempre hay que ser fiel a uno mismo","['', 'Libranorte', 'te', 'entiendo', 'toda', 'mi', 'vida', 'me', 'he', 'sentido', 'igual', 'pero', 'siempre', 'hay', 'que', 'ser', 'fiel', 'a', 'uno', 'mismo']",0,0,0,0,0,0,0.105263158,0,0,0.052631579,0,1,0,0
5354,N,Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento,"['Me', 'siento', 'tan', 'estúpido', 'de', 'haber', 'abierto', 'una', 'herida', 'ya', 'cicatrizada', 'a', 'alguien', 'que', 'aún', 'me', 'sigue', 'importando', 'lo', 'siento']",0.05,0,0,0.1,0,0.05,0,0.05,0,0,0,0,1,1
5355,N,No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @hudwalker @canalN_,"['No', 'hay', 'mayores', 'problemas', 'dice', 'vocero', 'Lewin', 'Mejía', 'sobre', 'amago', 'de', 'incendio', 'es', 'un', 'centro', 'comercial', 'no', 'una', 'bodega', 'hudwalker', 'canalN', '']",0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,1,0,0
5356,NEU,"@JordiWild Primero los XV de Ruby ahora Tongo, jaja Giorgio de a pocos vas conociendo Latinoamerica ... aunque no la mejor cara","['', 'JordiWild', 'Primero', 'los', 'XV', 'de', 'Ruby', 'ahora', 'Tongo', 'jaja', 'Giorgio', 'de', 'a', 'pocos', 'vas', 'conociendo', 'Latinoamerica', 'aunque', 'no', 'la', 'mejor', 'cara']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5357,N,Contigo porque me matas y ahora sin ti ya no vivo --&gt;Tal cual! Te mereces todo lo que has conseguido y conseguirás @AbrahamMateoMus,"['Contigo', 'porque', 'me', 'matas', 'y', 'ahora', 'sin', 'ti', 'ya', 'no', 'vivo', 'gt', 'Tal', 'cual', 'Te', 'mereces', 'todo', 'lo', 'que', 'has', 'conseguido', 'y', 'conseguirás', 'AbrahamMateoMus']",0,0.041666667,0,0,0.041666667,0,0.041666667,0,0,0.041666667,0,1,0,0
5358,NEU,Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño,"['Me', 'alejé', 'tanto', 'de', 'mis', 'amigas', 'de', 'la', 'universidad', 'por', 'lo', 'que', 'me', 'fui', 'a', 'estudiar', 'de', 'noche', 'y', 'no', 'saben', 'cuánto', 'las', 'extraño']",0,0.041666667,0,0,0,0,0.041666667,0,0,0,0,1,0,0
5359,NEU,@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía,"['', 'Bryanpinarivera', 'EvaMPT', 'diegorrc', 'el', 'I', 'no', 'entra', 'en', 'el', 'Machete', 'y', 'el', 'VII', 'tampoco', 'porque', 'aún', 'no', 'se', 'sabe', 'el', 'rumbo', 'de', 'la', 'nueva', 'trilogía']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5360,NEU,"@LuciaLu26 JAJAJA crjo, no lo dije por ti mi primer saliente fue a esa edad y mi mamá nunca lo aceptó por esto que recién entendemos","['', 'LuciaLu26', 'JAJAJA', 'crjo', 'no', 'lo', 'dije', 'por', 'ti', 'mi', 'primer', 'saliente', 'fue', 'a', 'esa', 'edad', 'y', 'mi', 'mamá', 'nunca', 'lo', 'aceptó', 'por', 'esto', 'que', 'recién', 'entendemos']",0,0,0,0,0,0,0.038461538,0,0,0,0,1,0,0
5361,P,hoy me toco visitar a mamá en su descanso eterno le contare todo lo que vivo ella fue es y siempre sera mi MEJOR AMIGA sin igual,"['hoy', 'me', 'toco', 'visitar', 'a', 'mamá', 'en', 'su', 'descanso', 'eterno', 'le', 'contare', 'todo', 'lo', 'que', 'vivo', 'ella', 'fue', 'es', 'y', 'siempre', 'sera', 'mi', 'MEJOR', 'AMIGA', 'sin', 'igual']",0,0.037037037,0,0,0.037037037,0,0.074074074,0,0,0.037037037,0,1,0,1
5362,N,"No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto","['No', 'sé', 'si', 'los', 'maltrataban', 'de', 'verdad', 'pero', 'me', 'dio', 'penita', 'ver', 'eso', 'No', 'me', 'gusto', 'eso', 'no', 'son', 'objetos', 'para', 'que', 'los', 'traten', 'así', 'Me', 'indigna', 'tanto']",0,0.035714286,0,0.035714286,0.035714286,0,0.071428571,0,0,0.071428571,0,1,0,0
5363,NEU,"Que el finde sea para hacer cualquier cosa que a uno lo haga FELIZ, lo que sea pero que sea lo que a uno le de la reverenda gana","['Que', 'el', 'finde', 'sea', 'para', 'hacer', 'cualquier', 'cosa', 'que', 'a', 'uno', 'lo', 'haga', 'FELIZ', 'lo', 'que', 'sea', 'pero', 'que', 'sea', 'lo', 'que', 'a', 'uno', 'le', 'de', 'la', 'reverenda', 'gana']",0,0.034482759,0,0,0.034482759,0,0.068965517,0,0,0.034482759,0,1,0,0
5364,P,@YurikitoKSP que bien yuriko. Felicidades,"['', 'YurikitoKSP', 'que', 'bien', 'yuriko', 'Felicidades']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5365,NEU,@lovingmykookie extrañare este tweet como fijado,"['', 'lovingmykookie', 'extrañare', 'este', 'tweet', 'como', 'fijado']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5366,P,Amo los vestidos largos y los enterizos,"['Amo', 'los', 'vestidos', 'largos', 'y', 'los', 'enterizos']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5367,NEU,Feliz de ver a mis amigos felices #BuenaVibraAlFin,"['Feliz', 'de', 'ver', 'a', 'mis', 'amigos', 'felices', 'BuenaVibraAlFin']",0,0.25,0,0.125,0.125,0,0.125,0,0,0.125,0,1,0,0
5368,NEU,@Agustozuloeta con todo. Debe ser un buen 2017. Abrazo,"['', 'Agustozuloeta', 'con', 'todo', 'Debe', 'ser', 'un', 'buen', '2017', 'Abrazo']",0,0,0,0,0.111111111,0,0.111111111,0,0,0.111111111,0,1,0,0
5369,NEU,MAPEO DE PROCESOS!!!! PMBOK ya falta poco... Pronto a vente,"['MAPEO', 'DE', 'PROCESOS', 'PMBOK', 'ya', 'falta', 'poco', 'Pronto', 'a', 'vente']",0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,1,0
5370,N,@discolocontilde tanto así? en claro no hay cobertura por mi casa,"['', 'discolocontilde', 'tanto', 'así', 'en', 'claro', 'no', 'hay', 'cobertura', 'por', 'mi', 'casa']",0,0,0,0,0,0,0.090909091,0,0,0,0,1,0,0
5371,N,"Ahora sí conejito, llámala y mándala a la mierda de mi parte","['Ahora', 'sí', 'conejito', 'llámala', 'y', 'mándala', 'a', 'la', 'mierda', 'de', 'mi', 'parte']",0.083333333,0,0.083333333,0,0,0.083333333,0,0,0,0,0,0,1,1
5372,NEU,El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.,"['El', 'tiempo', 'de', 'Dios', 'es', 'siempre', 'correcto', 'espera', 'con', 'paciencia', 'que', 'Él', 'actúe', '']",0,0.230769231,0,0.076923077,0.076923077,0,0.153846154,0,0,0.153846154,0,1,0,0
5373,N,¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,"['', 'Habrá', 'algo', 'peor', 'que', 'no', 'traer', 'los', 'audífonos', 'a', 'la', 'chamba', 'Estoy', 'muriendo', 'lentamente']",0,0,0,0.071428571,0,0.071428571,0,0.071428571,0,0,0,0,1,1
5374,P,"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios","['Se', 'acaba', 'un', 'buen', 'año', 'y', 'va', 'empezar', 'uno', 'mejor', 'siempre', 'con', 'la', 'bendición', 'de', 'Dios']",0,0.0625,0,0.0625,0.0625,0,0.0625,0,0,0.0625,0,1,0,1
5375,N,"Maldito maduro mil veces, por su culpa tuve que salir del país y alejarme de ella","['Maldito', 'maduro', 'mil', 'veces', 'por', 'su', 'culpa', 'tuve', 'que', 'salir', 'del', 'país', 'y', 'alejarme', 'de', 'ella']",0.125,0.0625,0.0625,0.0625,0,0.125,0.0625,0.1875,0,0,0,0,1,1
5376,NEU,"#2017prometoque recuperare estado fisico, seguire amando y respetando a mi @_adrianaquevedo y veere todos los dias @CombinadoPTV","['', '2017prometoque', 'recuperare', 'estado', 'fisico', 'seguire', 'amando', 'y', 'respetando', 'a', 'mi', 'adrianaquevedo', 'y', 'veere', 'todos', 'los', 'dias', 'CombinadoPTV']",0,0,0,0,0,0,0.058823529,0,0,0,0,1,0,0
5377,NEU,"@JulyyH18 Bye amigaa pásala bonito y aprende mucho para que de ahí me enseñes jajajaja, espero verte prontito","['', 'JulyyH18', 'Bye', 'amigaa', 'pásala', 'bonito', 'y', 'aprende', 'mucho', 'para', 'que', 'de', 'ahí', 'me', 'enseñes', 'jajajaja', 'espero', 'verte', 'prontito']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5378,NEU,"Mis amigas me preguntaban ¿que te pasa? Y yo les decía estoy re dormida ,SIN DUDAS NECESITABA UN DESPERTADOR","['Mis', 'amigas', 'me', 'preguntaban', 'que', 'te', 'pasa', 'Y', 'yo', 'les', 'decía', 'estoy', 're', 'dormida', 'SIN', 'DUDAS', 'NECESITABA', 'UN', 'DESPERTADOR']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
5379,NEU,"Hoy tocan los Fabulosos Cadillacs, SUM 41, Papa Roach, Gondwana, Simple Plan y como 20 bandas masny no estoy ahi","['Hoy', 'tocan', 'los', 'Fabulosos', 'Cadillacs', 'SUM', '41', 'Papa', 'Roach', 'Gondwana', 'Simple', 'Plan', 'y', 'como', '20', 'bandas', 'masny', 'no', 'estoy', 'ahi']",0,0.05,0,0,0,0,0.05,0,0,0,0,1,0,0
5380,N,"Todo el dia esperando llegar a casa y comer helado casero, pata encontrarme sin luz y el helado hecho agua putamadreeeeeee","['Todo', 'el', 'dia', 'esperando', 'llegar', 'a', 'casa', 'y', 'comer', 'helado', 'casero', 'pata', 'encontrarme', 'sin', 'luz', 'y', 'el', 'helado', 'hecho', 'agua', 'putamadreeeeeee']",0,0.095238095,0,0,0,0,0.095238095,0,0,0.047619048,0,1,0,0
5381,NEU,"5 días seguidos en el cine, un día de descanso para ver a mis perritas y luego otro día más de cine","['5', 'días', 'seguidos', 'en', 'el', 'cine', 'un', 'día', 'de', 'descanso', 'para', 'ver', 'a', 'mis', 'perritas', 'y', 'luego', 'otro', 'día', 'más', 'de', 'cine']",0,0.045454545,0,0.045454545,0,0,0,0,0,0,1,0,0,1
5382,P,@AnimeMariana jajaa Pos yo igual queria verte cantar!!! :'''v Hubiera estado lindo. Pero pos creo que lo de 50 cosas seria algo genial,"['', 'AnimeMariana', 'jajaa', 'Pos', 'yo', 'igual', 'queria', 'verte', 'cantar', 'v', 'Hubiera', 'estado', 'lindo', 'Pero', 'pos', 'creo', 'que', 'lo', 'de', '50', 'cosas', 'seria', 'algo', 'genial']",0,0.043478261,0,0,0.086956522,0,0.173913043,0.043478261,0,0.043478261,0,1,0,1
